Name,Position,School,Division,Type,Games Played (G),At Bats (AB),Runs Scored (R),Hits (H),Doubles (2B),Triples (3B),Home Runs (HR),Runs Batted In (RBI),Stolen Bases (SB),Batting Average (AVG),On-Base Percentage (OBP),Slugging Percentage (SLG),On-Base plus Slugging (OPS),Appearances (G),Games Started (GS),Innings Pitched (IP),Wins (W),Losses (L),Earned Runs (ER),Hits Allowed (H),Walks Allowed (BB),Earned Run Average (ERA),Saves (SV),Strikeouts (K)
Owen Benson,OF,Indiana University-South Bend,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Owen Diodati,OF,University of Alabama,NCAA: Division 1,H,25,90,16,26,6,0,6,21,2,0.289,0.385,0.556,0.941,0,0,,0,0,0,0,0,,0,0
Owen Jansen,2B/3B,Saint Leo University,NCAA: Division 2,H,8,12,2,2,0,0,1,2,0,0.167,0.231,0.417,0.648,0,0,,0,0,0,0,0,,0,0
Owen MacNeil,P,University of Charleston,NCAA: Division 2,P,0,0,0,0,0,0,0,0,0,,,,,6,2,16.2,1,0,7,16,6,3.78,0,12
Owen Mitchell,RHP,Garden City,JUCO: Division 1,A,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0,2.0,0,0,6,3,5,27.0,0,3
Owen Stevenson,RHP/SS,Niagara County,JUCO: Division 3,A,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0
PJ Bellemare,C,Benedictine University,NCAA: Division 3,H,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,0.0,,0,0
Parker Savard,INF,St. Cloud State University,NCAA: Division 2,H,10,13,2,5,0,0,0,1,0,0.385,0.385,0.385,0.77,0,0,,0,0,0,0,0,,0,0
Parker Wakelyn,RHP,University of Mary,NCAA: Division 2,P,0,0,0,0,0,0,0,0,0,,,,,5,3,14.0,1,1,19,18,12,12.21,0,11
Patrick Mulligan,MIF,Cloud County,JUCO: Division 1,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0
Patrick Tangen,RHP,Lake Region State,JUCO: Division 2,A,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,2,13.2,2,0,10,16,7,6.59,0,11
Paul Georget,INF,Nebraska Wesleyan University,NCAA: Division 3,H,15,48,11,15,2,0,0,7,1,0.312,0.407,0.354,0.761,0,0,,0,0,0,0,0,,0,0
Payton DeLuca,IF,Mayville State University,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Payton McHarg,OF/RHP,Kansas City Kansas,JUCO: Division 1,A,8,14,5,4,1,0,0,3,1,0.286,0.444,0.357,0.801,0,0,0.0,0,0,0,0,0,0.0,0,0
Peyton Consigli,RHP,Canisius College,NCAA: Division 1,P,0,0,0,0,0,0,0,0,0,,,,,6,1,15.2,1,1,4,13,8,2.3,1,15
Pier-Olivier Boucher,OF,Southern Illinois University at Carbondale,NCAA: Division 1,H,22,68,17,19,4,0,3,14,2,0.279,0.398,0.471,0.869,0,0,,0,0,0,0,0,,0,0
Quinn Tocheniuk,RHP,Pratt,JUCO: Division 1,A,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,1,12.1,1,1,15,24,5,10.95,0,7
RJ Mayor,OF,Mineral Area,JUCO: Division 1,A,10,22,3,5,1,0,1,6,0,0.227,0.37,0.409,0.779,0,0,0.0,0,0,0,0,0,0.0,0,0
Raphael Pelletier,C,Kansas State University,NCAA: Division 1,H,13,21,4,5,2,0,1,3,0,0.238,0.304,0.476,0.78,0,0,,0,0,0,0,0,,0,0
Reece Reading,UT,"University of Arkansas, Monticello",NCAA: Division 2,H,21,66,15,19,2,0,2,13,0,0.288,0.44,0.409,0.849,0,0,,0,0,0,0,0,,0,0
Reed Odland,C,"University of Arkansas, Monticello",NCAA: Division 2,H,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,0,0,0,0,,0,0
Rhys Cratty,IF,Southwest Baptist University,NCAA: Division 2,H,25,84,15,28,6,2,3,19,0,0.333,0.385,0.56,0.945,0,0,,0,0,0,0,0,,0,0
Ricardo Sanchez,INF,Barton,JUCO: Division 1,A,27,94,34,43,17,1,6,46,14,0.457,0.555,0.851,1.406,0,0,0.0,0,0,0,0,0,0.0,0,0
Richard Makarios,C,Sauk Valley,JUCO: Division 2,A,5,12,0,2,2,0,0,1,0,0.167,0.167,0.333,0.5,0,0,0.0,0,0,0,0,0,0.0,0,0
Riley Craw,RHP/INF,Lake Region State,JUCO: Division 2,A,17,63,19,26,9,3,1,18,0,0.413,0.493,0.698,1.191,2,1,3.0,0,0,1,4,1,3.0,0,5
Riley Girod,C,Kansas City Kansas,JUCO: Division 1,A,2,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0
Riley McErlean,C,The College of Wooster,NCAA: Division 3,P,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,0,0,,,,0,0
Riley McErlean,C,The College of Wooster,NCAA: Division 3,H,2,0,1,0,0,0,0,1,0,,0.5,,,0,0,,0,0,0,0,0,,0,0
Riley McKinnon,RHP,Marshalltown,JUCO: Division 1,A,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,0,9.0,0,0,9,8,8,9.0,0,10
Riley Silva,OF,Barton,JUCO: Division 1,A,4,5,0,1,0,0,0,0,0,0.2,0.333,0.2,0.533,0,0,0.0,0,0,0,0,0,0.0,0,0
Rilley Dube,C,West Virginia University Institute of Technology,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Robert Tolhurst,RHP,Southwestern,JUCO: Division 1,A,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0.2,0,0,1,3,4,13.5,0,0
Robin Villenueve,LHP/1B,Weatherford,JUCO: Division 1,A,21,52,12,15,2,0,2,14,3,0.288,0.339,0.442,0.781,4,1,14.0,2,0,0,4,7,0.0,0,17
Roman Guthrie,,SW Oregon,NW Athletic Conference,A,11,24,4,6,1,0,0,3,2,0.25,0.379,0.292,0.671,4,1,8.1,1,1,14,13,6,15.12,0,10
Ronnel Castro,INF,Frontier,JUCO: Division 1,A,2,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0
Rory Burke,RHP,Davis and Elkins College,NCAA: Division 2,P,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,0,0,,,,0,0
Russell Derbyshire,RHP,Mineral Area,JUCO: Division 1,A,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,4,26.2,0,1,15,26,10,5.06,1,29
Russell Young,C,Johnson County,JUCO: Division 1,A,12,29,8,6,1,1,1,7,1,0.207,0.303,0.414,0.717,0,0,0.0,0,0,0,0,0,0.0,0,0
Ryan Beitel,RHP/IF,University of British Columbia,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Ryan Brodie,RHP,Monroe CC,JUCO: Division 2,A,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1.2,0,0,3,2,1,16.2,0,1
Ryan Capuano,RHP,Marshall University,NCAA: Division 1,P,0,0,0,0,0,0,0,0,0,,,,,5,5,23.1,1,3,22,29,11,8.49,0,33
Ryan Dos Santos,OF,Tusculum College,NCAA: Division 2,H,20,41,8,14,5,0,0,2,2,0.341,0.438,0.463,0.901,0,0,,0,0,0,0,0,,0,0
Ryan Estey,RHP,Garden City,JUCO: Division 1,A,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,2,13.1,0,0,11,11,15,7.42,0,24
Ryan Johnson,C,Hesston,JUCO: Division 2,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0
Ryan Johnston,INF,Bowling Green State University,NCAA: Division 1,H,18,47,8,8,1,0,0,2,2,0.17,0.35,0.191,0.541,0,0,,0,0,0,0,0,,0,0
Ryan Leitch,C,Marshall University,NCAA: Division 1,H,24,98,17,32,8,1,4,26,1,0.327,0.394,0.551,0.945,0,0,,0,0,0,0,0,,0,0
Ryan McCarthy,OF,Butte College,California CC,A,23,60,12,15,3,1,2,17,1,0.25,0.387,0.433,0.82,0,0,0.0,0,0,0,0,0,0.0,0,0
Ryan McFarland,RHP,Campbellsville University,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Ryan O'Halloran,INF,Butler University,NCAA: Division 1,H,23,85,12,26,5,0,1,9,4,0.306,0.388,0.4,0.788,0,0,,0,0,0,0,0,,0,0
Ryan Olchoway,RHP,Northwestern State University,NCAA: Division 1,P,0,0,0,0,0,0,0,0,0,,,,,1,0,1.0,0,0,1,2,1,9.0,0,0
Ryan Scott,RHP,Yavapai,JUCO: Division 1,A,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,4.0,0,0,2,3,3,4.5,0,3
Ryan Seungjin Yea,RHP,Northeastern,JUCO: Division 1,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0
Ryan Trenholm,OF,Elmira College,NCAA: Division 3,H,4,4,1,2,1,0,0,4,0,0.5,0.6,0.75,1.35,0,0,,0,0,0,0,0,,0,0
Ryan Wells,RHP,Georgia Highlands,JUCO: Division 1,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0
Rylan Penner,RHP,Williston State,JUCO: Division 2,A,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,0,20.0,1,1,19,14,14,8.55,0,32
Sam Chaput,OF,Emporia State University,NCAA: Division 2,H,29,113,25,40,7,0,4,11,8,0.354,0.422,0.522,0.944,0,0,,0,0,0,0,0,,0,0
Sam Clements,RHP,Cayuga,JUCO: Division 3,A,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,1,0,0.0,0,1
Sam Mitcham,C/OF,Muskegon,JUCO: Division 2,A,17,50,4,15,1,1,1,5,5,0.3,0.386,0.42,0.806,0,0,0.0,0,0,0,0,0,0.0,0,0
Sam Van Snellenberg,RHP,University of British Columbia,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Samson Back,OF,Cloud County,JUCO: Division 1,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0
Samuel Fortier,OF,Southwestern Oklahoma State University,NCAA: Division 2,H,14,35,8,8,2,1,0,7,3,0.229,0.341,0.343,0.684,0,0,,0,0,0,0,0,,0,0
Samuel Jalbert,RHP,Saint Josephs College of Maine,NCAA: Division 3,P,0,0,0,0,0,0,0,0,0,,,,,5,4,14.2,0,3,13,14,9,7.98,0,21
Samuel Worthen,RHP,D'Youville College,NCAA: Division 2,P,0,0,0,0,0,0,0,0,0,,,,,8,0,11.1,0,0,8,16,5,6.35,0,12
Sean Heppner,RHP,University of British Columbia,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Sean Pettener,INF,Menlo College,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Sebastien Dubois,IF,St. Norbert College,NCAA: Division 3,H,10,37,6,15,4,2,0,13,0,0.405,0.425,0.622,1.047,0,0,,0,0,0,0,0,,0,0
Seena Amani,RHP/3B,Lakeland,JUCO: Division 2,A,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0
Seth Gurr,RHP,Bossier Parish,JUCO: Division 1,A,8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,7,36.1,6,1,20,39,9,4.95,1,22
Seth Thompson,RHP,Chandler-Gilbert,JUCO: Division 2,A,11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,0,15.2,1,2,11,20,6,6.32,2,21
Seungjun Song,C,South Suburban,JUCO: Division 1,A,8,28,4,11,1,1,0,11,0,0.393,0.471,0.5,0.971,0,0,0.0,0,0,0,0,0,0.0,0,0
Shaine O'Keefe,RHP,Southwest Mississippi,JUCO: Division 2,A,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,1,19.2,1,3,15,25,14,6.86,0,21
Shane Laforest,RHP,University of British Columbia,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Shane Nixon,IF,University of Central Oklahoma,NCAA: Division 2,H,16,60,21,18,3,0,2,8,6,0.3,0.377,0.45,0.827,0,0,,0,0,0,0,0,,0,0
Shaun Atamanchuk,RHP,University of Antelope Valley,NAIA,A,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,3,22.1,1,1,17,25.0,14.0,6.85,0,18
Shaun Hickey,RHP,University of Mary,NCAA: Division 2,P,0,0,0,0,0,0,0,0,0,,,,,1,0,1.0,0,0,0,0,1,0.0,0,1
Shaun Logan,RHP,University of Dubuque,NCAA: Division 3,P,0,0,0,0,0,0,0,0,0,,,,,5,2,13.2,1,0,13,23,3,8.56,1,16
Shaye McTavish,RHP/ING,University of Mary,NCAA: Division 2,H,1,0,0,0,0,0,0,0,0,,,,,0,0,,0,0,0,0,0,,0,0
Shaye McTavish,RHP/ING,University of Mary,NCAA: Division 2,P,0,0,0,0,0,0,0,0,0,,,,,1,0,1.0,0,0,1,1,2,9.0,0,0
Shayne Campbell,C,Reinhardt University,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Simon Grinberg,C,Bossier Parish,JUCO: Division 1,A,16,44,4,11,4,0,1,10,0,0.25,0.365,0.409,0.774,0,0,0.0,0,0,0,0,0,0.0,0,0
Simon Virostek,OF,Presentation College,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Skylar Lenihan,C,College of Marin,California CC,A,23,64,10,15,5,0,1,19,0,0.234,0.297,0.359,0.656,0,0,0.0,0,0,0,0,0,0.0,0,0
Soren Graversen,IF/OF,William Penn University,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Spencer Davis,RHP,Arizona Christian University,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Spencer Harman,RHP/UTL,University of Maine at Presque Isle,NCAA: Division 3,P,0,0,0,0,0,0,0,0,0,,,,,2,1,4.1,0,1,12,12,8,24.92,0,2
Spencer Harman,RHP/UTL,University of Maine at Presque Isle,NCAA: Division 3,H,4,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0,0,,0,0
Spencer Jamieson,1B,Cleary University,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Spencer Marcus,OF,Niagara University,NCAA: Division 1,H,11,12,2,1,0,0,0,1,0,0.083,0.267,0.083,0.35,0,0,,0,0,0,0,0,,0,0
Spencer McDonell,OF,John Carroll University,NCAA: Division 3,H,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,0,0,0,0,,0,0
Spenser Ross,IF,Lawrence University,NCAA: Division 3,H,9,28,10,6,2,1,0,8,0,0.214,0.429,0.357,0.786,0,0,,0,0,0,0,0,,0,0
Stefan Turino,OF,Three Rivers,JUCO: Division 1,A,8,17,3,7,1,0,0,0,0,0.412,0.5,0.471,0.971,0,0,0.0,0,0,0,0,0,0.0,0,0
Stephane Lagasse,OF,Bemidji State University,NCAA: Division 2,H,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0,0,,0,0
Stephen Phillips,RHP,St. Clair County,JUCO: Division 2,A,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1.2,0,0,2,2,3,10.8,0,2
Steven Bonilla-Montoya,OF,Mohawk Valley,JUCO: Division 3,A,1,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0
Steven Hospital,RHP,Niagara University,NCAA: Division 1,P,0,0,0,0,0,0,0,0,0,,,,,11,0,10.1,1,0,14,19,9,12.19,0,11
Steven MacKenzie,OF,Shoreline,NW Athletic Conference,A,21,79,15,28,7,2,2,14,9,0.354,0.433,0.57,1.003,0,0,0.0,0,0,0,0,0,0.0,0,0
Steven Moretto,INF,Sacramento State University,NCAA: Division 1,H,19,65,12,18,5,0,2,10,1,0.277,0.342,0.446,0.788,0,0,,0,0,0,0,0,,0,0
Steven Sanders,P,University of Charleston,NCAA: Division 2,P,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,0,0,,,,0,0
Sukhbir Parmar,RHP,Salem University,NCAA: Division 2,P,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,0,0,,,,0,0
Tanner Almond,OF,Connors State,JUCO: Division 1,A,17,34,4,6,2,1,1,7,0,0.176,0.237,0.382,0.619,0,0,0.0,0,0,0,0,0,0.0,0,0
Tanner Boyle,UTL,Williston State,JUCO: Division 2,A,6,9,5,4,1,0,0,2,1,0.444,0.444,0.556,1.0,0,0,0.0,0,0,0,0,0,0.0,0,0
Tanner Clyne,,Dakota,JUCO: Division 2,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0
Tanner Dawe,RHP,Howard (TX),JUCO: Division 1,A,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,5.2,0,1,3,3,7,4.76,0,5
Tanner Hodgson,OF,Mars Hill University,NCAA: Division 2,H,5,3,2,1,0,0,0,2,0,0.333,0.667,0.333,1.0,0,0,,0,0,0,0,0,,0,0
Tanner Maclean,LHP,Sullivan County,JUCO: Division 2,A,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2,23.2,1,0,5,24,5,1.9,0,29
Tate Morrell,OF,Missouri University of Science and Technology,NCAA: Division 2,H,5,15,2,3,1,1,0,3,0,0.2,0.2,0.4,0.6,0,0,,0,0,0,0,0,,0,0
Taylor Lepard,RHP,Southern New Hampshire University,NCAA: Division 2,P,0,0,0,0,0,0,0,0,0,,,,,3,3,9.2,1,0,12,20,4,11.17,0,7
Teddy Brimblecombe,RHP,Albion College,NCAA: Division 3,P,0,0,0,0,0,0,0,0,0,,,,,3,0,1.0,0,0,3,2,3,27.0,0,1
Thomas Bakoway,OF,Siena Heights University,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Thomas Drouin,OF,Baruch College,NCAA: Division 3,H,6,23,2,6,1,2,0,5,1,0.261,0.292,0.478,0.77,0,0,,0,0,0,0,0,,0,0
Thomas Green,INF,Oakland University,NCAA: Division 1,H,18,47,11,14,1,1,3,8,0,0.298,0.382,0.553,0.935,0,0,,0,0,0,0,0,,0,0
Thomas Grilli,IF,St. Bonaventure University,NCAA: Division 1,H,7,20,3,7,1,0,0,2,1,0.35,0.35,0.4,0.75,0,0,,0,0,0,0,0,,0,0
Thomas Little,LHP,George Mason University,NCAA: Division 1,P,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,0,0,,,,0,0
Tim Holyk,IF,Miles,JUCO: Division 2,A,22,67,22,29,5,2,9,43,4,0.433,0.519,0.97,1.489,0,0,0.0,0,0,0,0,0,0.0,0,0
Tom Poole,OF/RHP,Cloud County,JUCO: Division 1,A,29,82,36,28,4,2,9,30,10,0.341,0.521,0.768,1.289,0,0,0.0,0,0,0,0,0,0.0,0,0
Tommy Reyes-Cruz,IF,Faulkner University,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Tony Hyrnkiw,C,McPherson College,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Torrin Vaselenak,INF,"University of Arkansas, Monticello",NCAA: Division 2,H,6,12,0,2,0,1,0,0,0,0.167,0.167,0.333,0.5,0,0,,0,0,0,0,0,,0,0
Tory Nelson,IF,Bismarck State,JUCO: Division 2,A,9,19,6,4,1,0,0,6,3,0.211,0.4,0.263,0.663,0,0,0.0,0,0,0,0,0,0.0,0,0
Tre Pankratz,OF,San Diego Christian College,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Trent Lenihan,IF,University of British Columbia,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Trent Peters,IF/RHP,University of Jamestown,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Trent Sillett,LHP/INF,Goshen College,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Tristan DesLauriers,C/3B,Lakeland,JUCO: Division 2,A,6,17,6,6,1,0,0,2,0,0.353,0.476,0.412,0.888,0,0,0.0,0,0,0,0,0,0.0,0,0
Tristan Osika,INF,Indiana Tech,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Tucker Zdunich,OF,Reinhardt University,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Ty Penner,IF,University of British Columbia,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Ty Wevers,C,Cloud County,JUCO: Division 1,A,24,62,19,24,9,0,4,19,0,0.387,0.466,0.726,1.192,0,0,0.0,0,0,0,0,0,0.0,0,0
Tylar Patrick,,Northampton,JUCO: Division 3,A,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,6.1,2,0,2,2,4,2.84,0,8
Tyler Boudreau,RHP,Midland,JUCO: Division 1,A,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0,9.1,0,0,8,12,5,7.71,0,10
Tyler Charette,RHP,Dawson,JUCO: Division 2,A,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,10.0,0,1,7,14,5,6.3,0,11
Tyler Coakley,RHP,Vernon,JUCO: Division 1,A,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,2,7.1,0,2,23,11,21,28.23,0,8
Tyler Favretto,C,Crowder,JUCO: Division 1,A,7,18,4,5,1,0,0,4,1,0.278,0.458,0.333,0.791,0,0,0.0,0,0,0,0,0,0.0,0,0
Tyler Herron,C,Parkland,JUCO: Division 2,A,18,59,10,19,6,2,1,12,1,0.322,0.388,0.542,0.93,0,0,0.0,0,0,0,0,0,0.0,0,0
Tyler Hinrikus,3B/OF,Ball State University,NCAA: Division 1,H,6,5,1,1,1,0,0,0,0,0.2,0.333,0.4,0.733,0,0,,0,0,0,0,0,,0,0
Tyler Kelly,RHP,Lakeland,JUCO: Division 2,A,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,3.0,0,0,2,2,2,6.0,0,4
Tyler Larguinho,OF,Lincoln Trail,JUCO: Division 1,A,1,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0
Tyler McWillie,RHP/1B,Shorter University,NCAA: Division 2,H,23,55,6,11,3,0,3,11,0,0.2,0.246,0.418,0.664,0,0,,0,0,0,0,0,,0,0
Tyler McWillie,RHP/1B,Shorter University,NCAA: Division 2,P,0,0,0,0,0,0,0,0,0,,,,,9,8,28.1,2,1,16,27,20,5.08,0,31
Tyler Mosher,INF,Davenport University,NCAA: Division 2,H,8,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0,0,,0,0
Tyler Offman,1B,New York University,NCAA: Division 3,H,4,2,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0,0,,0,0
Tyler Smith,RHP,Williston State,JUCO: Division 2,A,7,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,0,23.0,6,0,4,11,5,1.57,0,43
Tylor Jans,RHP,University of Louisiana at Monroe,NCAA: Division 1,P,0,0,0,0,0,0,0,0,0,,,,,6,1,18.2,0,3,12,22,12,5.79,0,7
Tyrese Johnson,OF,Central Arizona,JUCO: Division 1,A,30,50,25,14,0,0,1,12,3,0.28,0.368,0.34,0.708,0,0,0.0,0,0,0,0,0,0.0,0,0
Tyronne Barbosa,C/1B,Lakeland,JUCO: Division 2,A,7,22,5,7,1,0,0,5,0,0.318,0.4,0.364,0.764,0,0,0.0,0,0,0,0,0,0.0,0,0
Tyrus Culleton,1B/C,Central Lakes,JUCO: Division 3,A,2,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0
Tyson Dias,RHP,Three Rivers,JUCO: Division 1,A,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,0,5.0,0,1,4,10,4,7.2,0,4
Tyson Kovats,OF,Erie,JUCO: Division 3,A,13,36,8,10,1,0,0,8,1,0.278,0.357,0.306,0.663,0,0,0.0,0,0,0,0,0,0.0,0,0
Tyson Pringle,,Dakota,JUCO: Division 2,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0
Udhay Bal,INF,California University of Pennsylvania,NCAA: Division 2,H,1,1,1,1,0,0,0,1,0,1.0,1.0,1.0,2.0,0,0,,0,0,0,0,0,,0,0
Vicarte Domingo,RHP,University of British Columbia,NAIA,A,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0
Victor Cerny,C,"California State University, Northridge",NCAA: Division 1,H,2,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0,0,,0,0
Wesley Moore,LHP,Kansas State University,NCAA: Division 1,P,0,0,0,0,0,0,0,0,0,,,,,4,1,3.2,0,0,7,5,9,17.18,0,7
Will Gardner,OF,Garden City,JUCO: Division 1,A,22,77,20,26,7,0,1,23,4,0.338,0.447,0.468,0.915,0,0,0.0,0,0,0,0,0,0.0,0,0
Will Ireland,INF,Orange Coast College,California CC,A,12,23,3,5,0,0,0,2,0,0.217,0.231,0.217,0.448,0,0,0.0,0,0,0,0,0,0.0,0,0
Will Jackman,RHP,Niagara County,JUCO: Division 3,A,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,14.1,2,1,11,10,9,6.91,0,8
